"source_id","audio_relpath","transcript","source_reference","usage_rights","speaker","scene","notes"
"tohsakarin_3e5dbae2413bad57","audio/raw/TohsakaRin_CN/ogg/voice/archive/tohsakarin/archive_tohsakarin_19.ogg","哎还真是被侦探大哥狠狠算计了一番啊在头脑和不考虑他人心情这方面倒是和那个英雄王如出一辙呢","StarRailVoice/TohsakaRin_CN/ogg/voice/archive/tohsakarin/archive_tohsakarin_19.ogg","local_research_only; game_asset; do_not_redistribute","TohsakaRin_CN","archive","transcript_source=asr_fallback; match=none; confidence=0.000; review_required=true"
"tohsakarin_99464b0b500706df","audio/raw/TohsakaRin_CN/ogg/voice/archive/tohsakarin/archive_tohsakarin_2.ogg","尘埃身为原版家主问候的礼仪自然必不可少","StarRailVoice/TohsakaRin_CN/ogg/voice/archive/tohsakarin/archive_tohsakarin_2.ogg","local_research_only; game_asset; do_not_redistribute","TohsakaRin_CN","archive","transcript_source=asr_fallback; match=fuzzy; confidence=0.789; review_required=true"
"tohsakarin_e503db141b1f03f7","audio/raw/TohsakaRin_CN/ogg/voice/archive/tohsakarin/archive_tohsakarin_20.ogg","我总觉得朽叶女士身上藏着什么大秘密结果到圣杯战争结束了都没揭释哎也是动画里的关键角色总不能在番外篇透底呀","StarRailVoice/TohsakaRin_CN/ogg/voice/archive/tohsakarin/archive_tohsakarin_20.ogg","local_research_only; game_asset; do_not_redistribute","TohsakaRin_CN","archive","transcript_source=asr_fallback; match=fuzzy; confidence=0.860; review_required=true"
"tohsakarin_5fe0791c5b9bafee","audio/raw/TohsakaRin_CN/ogg/voice/archive/tohsakarin/archive_tohsakarin_21.ogg","黑塔女士举银河瞩目的天才在致石命途上一往无前的佼佼者天哪她简直就是理想中的我","StarRailVoice/TohsakaRin_CN/ogg/voice/archive/tohsakarin/archive_tohsakarin_21.ogg","local_research_only; game_asset; do_not_redistribute","TohsakaRin_CN","archive","transcript_source=asr_fallback; match=none; confidence=0.000; review_required=true"
"tohsakarin_916f4723519ff891","audio/raw/TohsakaRin_CN/ogg/voice/archive/tohsakarin/archive_tohsakarin_22.ogg","武双修的学者可是珍稀生物，更别提两者都能磨炼到极致了。回头有机会，还得向他好好讨教一番哪。","StarRailVoice/TohsakaRin_CN/ogg/voice/archive/tohsakarin/archive_tohsakarin_22.ogg","local_research_only; game_asset; do_not_redistribute","TohsakaRin_CN","archive","transcript_source=game_text; match=fuzzy; confidence=0.940; review_required=true"
"tohsakarin_439b6914ced96176","audio/raw/TohsakaRin_CN/ogg/voice/archive/tohsakarin/archive_tohsakarin_3.ogg","那就明天见咯——就算我们都深受各自神明青睐，自己的人生也还是要亲手开拓，对吧？","StarRailVoice/TohsakaRin_CN/ogg/voice/archive/tohsakarin/archive_tohsakarin_3.ogg","local_research_only; game_asset; do_not_redistribute","TohsakaRin_CN","archive","transcript_source=game_text; match=fuzzy; confidence=0.971; review_required=true"
"tohsakarin_ed10f6fc19b3c9e5","audio/raw/TohsakaRin_CN/ogg/voice/archive/tohsakarin/archive_tohsakarin_4.ogg","坂家是圣杯战争仪式的联合创始者，虽然历史不算悠久，也是当地豪门。只是因为我经营不善，现在没那么「豪」了。","StarRailVoice/TohsakaRin_CN/ogg/voice/archive/tohsakarin/archive_tohsakarin_4.ogg","local_research_only; game_asset; do_not_redistribute","TohsakaRin_CN","archive","transcript_source=game_text; match=fuzzy; confidence=0.967; review_required=true"
"tohsakarin_3f0b3d032173cd14","audio/raw/TohsakaRin_CN/ogg/voice/archive/tohsakarin/archive_tohsakarin_5.ogg","圣杯战争是在遥远的过去三位魔术名家为了各自崇高的理想创造的杰作可惜事与愿违但我仍会为自己的理想沿前人道路不断前进哼毕竟我是岩版家主嘛","StarRailVoice/TohsakaRin_CN/ogg/voice/archive/tohsakarin/archive_tohsakarin_5.ogg","local_research_only; game_asset; do_not_redistribute","TohsakaRin_CN","archive","transcript_source=asr_fallback; match=fuzzy; confidence=0.862; review_required=true"
"tohsakarin_ebe6caea6f315e8b","audio/raw/TohsakaRin_CN/ogg/voice/archive/tohsakarin/archive_tohsakarin_6.ogg","啊看到这些宝石了吗这可是原版家的招牌特技哦只要预先注入魔力我就能随时随地使出各种魔术然后眼睁睁看着作为容器的名贵宝石碎掉哼哼哼哼哼","StarRailVoice/TohsakaRin_CN/ogg/voice/archive/tohsakarin/archive_tohsakarin_6.ogg","local_research_only; game_asset; do_not_redistribute","TohsakaRin_CN","archive","transcript_source=asr_fallback; match=fuzzy; confidence=0.804; review_required=true"
"tohsakarin_929ed8f3eaf132c2","audio/raw/TohsakaRin_CN/ogg/voice/archive/tohsakarin/archive_tohsakarin_7.ogg","小菜一碟像开机关机接电话挂电话语音输入什么的我一学就会而且你知道吗不需要同时用到鼠标键盘的游戏现在我也可以轻松通关了哟","StarRailVoice/TohsakaRin_CN/ogg/voice/archive/tohsakarin/archive_tohsakarin_7.ogg","local_research_only; game_asset; do_not_redistribute","TohsakaRin_CN","archive","transcript_source=asr_fallback; match=fuzzy; confidence=0.843; review_required=true"
"tohsakarin_fc9e475ec28522c1","audio/raw/TohsakaRin_CN/ogg/voice/archive/tohsakarin/archive_tohsakarin_8.ogg","猫当然是猫猫就是世界上最最最可爱的呃你说平时的兴趣爱好嗯力量训练在吗","StarRailVoice/TohsakaRin_CN/ogg/voice/archive/tohsakarin/archive_tohsakarin_8.ogg","local_research_only; game_asset; do_not_redistribute","TohsakaRin_CN","archive","transcript_source=asr_fallback; match=fuzzy; confidence=0.839; review_required=true"
"tohsakarin_a38c6d683e72aec0","audio/raw/TohsakaRin_CN/ogg/voice/archive/tohsakarin/archive_tohsakarin_9.ogg","无谓的浪费和突发意外接连不断…难道远坂家真有什么世代相传的诅咒不成？","StarRailVoice/TohsakaRin_CN/ogg/voice/archive/tohsakarin/archive_tohsakarin_9.ogg","local_research_only; game_asset; do_not_redistribute","TohsakaRin_CN","archive","transcript_source=game_text; match=fuzzy; confidence=0.938; review_required=true"
"tohsakarin_4b8cb6b181f45b91","audio/raw/TohsakaRin_CN/ogg/voice/chapterfate02/0/tohsakarin/chapterfate02_0_tohsakarin_101.ogg","（潜伏了这么多天，连圣杯都偷来了，但还是不知道要怎么离开……）","StarRailVoice/TohsakaRin_CN/ogg/voice/chapterfate02/0/tohsakarin/chapterfate02_0_tohsakarin_101.ogg","local_research_only; game_asset; do_not_redistribute","TohsakaRin_CN","chapterfate02-0","transcript_source=game_text; match=exact; confidence=1.000; review_required=false"
"tohsakarin_19fde8aa8bf012ee","audio/raw/TohsakaRin_CN/ogg/voice/chapterfate02/0/tohsakarin/chapterfate02_0_tohsakarin_102.ogg","（真想不到，居然会来到一个完全和魔术毫无瓜葛的世界……）","StarRailVoice/TohsakaRin_CN/ogg/voice/chapterfate02/0/tohsakarin/chapterfate02_0_tohsakarin_102.ogg","local_research_only; game_asset; do_not_redistribute","TohsakaRin_CN","chapterfate02-0","transcript_source=game_text; match=exact; confidence=1.000; review_required=false"
"tohsakarin_9f214aa24b7366f7","audio/raw/TohsakaRin_CN/ogg/voice/chapterfate02/0/tohsakarin/chapterfate02_0_tohsakarin_103.ogg","种荒诞的展开，简直像是在嘲笑我一样——所谓「完美」的应对方案，在这种彻底否定魔术的世界里，根本就是个伪","StarRailVoice/TohsakaRin_CN/ogg/voice/chapterfate02/0/tohsakarin/chapterfate02_0_tohsakarin_103.ogg","local_research_only; game_asset; do_not_redistribute","TohsakaRin_CN","chapterfate02-0","transcript_source=game_text; match=fuzzy; confidence=0.957; review_required=true"
"tohsakarin_18d3fc98e16e14cc","audio/raw/TohsakaRin_CN/ogg/voice/chapterfate02/0/tohsakarin/chapterfate02_0_tohsakarin_104.ogg","哎","StarRailVoice/TohsakaRin_CN/ogg/voice/chapterfate02/0/tohsakarin/chapterfate02_0_tohsakarin_104.ogg","local_research_only; game_asset; do_not_redistribute","TohsakaRin_CN","chapterfate02-0","transcript_source=game_text; match=exact; confidence=1.000; review_required=false"
"tohsakarin_87b81690030a889d","audio/raw/TohsakaRin_CN/ogg/voice/chapterfate02/0/tohsakarin/chapterfate02_0_tohsakarin_105.ogg","不对远坂凛静","StarRailVoice/TohsakaRin_CN/ogg/voice/chapterfate02/0/tohsakarin/chapterfate02_0_tohsakarin_105.ogg","local_research_only; game_asset; do_not_redistribute","TohsakaRin_CN","chapterfate02-0","transcript_source=asr_fallback; match=fuzzy; confidence=0.833; review_required=true"
"tohsakarin_2a4cf887d1c19a9a","audio/raw/TohsakaRin_CN/ogg/voice/chapterfate02/0/tohsakarin/chapterfate02_0_tohsakarin_106.ogg","（「任何时候都要秉持优雅」……）","StarRailVoice/TohsakaRin_CN/ogg/voice/chapterfate02/0/tohsakarin/chapterfate02_0_tohsakarin_106.ogg","local_research_only; game_asset; do_not_redistribute","TohsakaRin_CN","chapterfate02-0","transcript_source=game_text; match=exact; confidence=1.000; review_required=false"
"tohsakarin_d7e5aa80c9a4b7e3","audio/raw/TohsakaRin_CN/ogg/voice/chapterfate02/0/tohsakarin/chapterfate02_0_tohsakarin_107.ogg","（…事已至此，清点一下魔力储备吧。）","StarRailVoice/TohsakaRin_CN/ogg/voice/chapterfate02/0/tohsakarin/chapterfate02_0_tohsakarin_107.ogg","local_research_only; game_asset; do_not_redistribute","TohsakaRin_CN","chapterfate02-0","transcript_source=game_text; match=fuzzy; confidence=0.923; review_required=true"
"tohsakarin_7daa6c789b112ca8","audio/raw/TohsakaRin_CN/ogg/voice/chapterfate02/0/tohsakarin/chapterfate02_0_tohsakarin_108.ogg","魔力宝石已经见底了，要想施展「跃迁」魔术，完全不够用……","StarRailVoice/TohsakaRin_CN/ogg/voice/chapterfate02/0/tohsakarin/chapterfate02_0_tohsakarin_108.ogg","local_research_only; game_asset; do_not_redistribute","TohsakaRin_CN","chapterfate02-0","transcript_source=game_text; match=exact; confidence=1.000; review_required=false"
"tohsakarin_d6bc866f1f240de9","audio/raw/TohsakaRin_CN/ogg/voice/chapterfate02/0/tohsakarin/chapterfate02_0_tohsakarin_109.ogg","借助这片土地本身的愿力进行从者召唤，或许可以避开仪式原本的限制，就算不需要御主提供魔力支持，也可以令其单","StarRailVoice/TohsakaRin_CN/ogg/voice/chapterfate02/0/tohsakarin/chapterfate02_0_tohsakarin_109.ogg","local_research_only; game_asset; do_not_redistribute","TohsakaRin_CN","chapterfate02-0","transcript_source=game_text; match=fuzzy; confidence=0.932; review_required=true"
"tohsakarin_f009488e4c58453e","audio/raw/TohsakaRin_CN/ogg/voice/chapterfate02/0/tohsakarin/chapterfate02_0_tohsakarin_111.ogg","（这样的话，离开这里的仪式也好、魔术道具储备也罢，我都可以尽情向对方求助…吗？）","StarRailVoice/TohsakaRin_CN/ogg/voice/chapterfate02/0/tohsakarin/chapterfate02_0_tohsakarin_111.ogg","local_research_only; game_asset; do_not_redistribute","TohsakaRin_CN","chapterfate02-0","transcript_source=game_text; match=exact; confidence=1.000; review_required=false"
"tohsakarin_4a4456967aeb7ee1","audio/raw/TohsakaRin_CN/ogg/voice/chapterfate02/0/tohsakarin/chapterfate02_0_tohsakarin_112.ogg","——然后，","StarRailVoice/TohsakaRin_CN/ogg/voice/chapterfate02/0/tohsakarin/chapterfate02_0_tohsakarin_112.ogg","local_research_only; game_asset; do_not_redistribute","TohsakaRin_CN","chapterfate02-0","transcript_source=game_text; match=exact; confidence=1.000; review_required=false"
"tohsakarin_9c74fc9d82d9b560","audio/raw/TohsakaRin_CN/ogg/voice/chapterfate02/0/tohsakarin/chapterfate02_0_tohsakarin_113.ogg","先召唤再说吧","StarRailVoice/TohsakaRin_CN/ogg/voice/chapterfate02/0/tohsakarin/chapterfate02_0_tohsakarin_113.ogg","local_research_only; game_asset; do_not_redistribute","TohsakaRin_CN","chapterfate02-0","transcript_source=game_text; match=exact; confidence=1.000; review_required=false"
"tohsakarin_adf10a648a0cea33","audio/raw/TohsakaRin_CN/ogg/voice/chapterfate02/0/tohsakarin/chapterfate02_0_tohsakarin_114.ogg","准备完毕。","StarRailVoice/TohsakaRin_CN/ogg/voice/chapterfate02/0/tohsakarin/chapterfate02_0_tohsakarin_114.ogg","local_research_only; game_asset; do_not_redistribute","TohsakaRin_CN","chapterfate02-0","transcript_source=game_text; match=exact; confidence=1.000; review_required=false"
"tohsakarin_2903d86ccab7772a","audio/raw/TohsakaRin_CN/ogg/voice/chapterfate02/0/tohsakarin/chapterfate02_0_tohsakarin_115.ogg","播唱良好","StarRailVoice/TohsakaRin_CN/ogg/voice/chapterfate02/0/tohsakarin/chapterfate02_0_tohsakarin_115.ogg","local_research_only; game_asset; do_not_redistribute","TohsakaRin_CN","chapterfate02-0","transcript_source=asr_fallback; match=none; confidence=0.000; review_required=true"
"tohsakarin_5a5d7673c08f92ad","audio/raw/TohsakaRin_CN/ogg/voice/chapterfate02/0/tohsakarin/chapterfate02_0_tohsakarin_116.ogg","虽然不是最佳时机，但就这样吧——","StarRailVoice/TohsakaRin_CN/ogg/voice/chapterfate02/0/tohsakarin/chapterfate02_0_tohsakarin_116.ogg","local_research_only; game_asset; do_not_redistribute","TohsakaRin_CN","chapterfate02-0","transcript_source=game_text; match=exact; confidence=1.000; review_required=false"
"tohsakarin_eb795c7c9ef31e1c","audio/raw/TohsakaRin_CN/ogg/voice/chapterfate02/0/tohsakarin/chapterfate02_0_tohsakarin_117.ogg","一定要抽到最完美的卡！","StarRailVoice/TohsakaRin_CN/ogg/voice/chapterfate02/0/tohsakarin/chapterfate02_0_tohsakarin_117.ogg","local_research_only; game_asset; do_not_redistribute","TohsakaRin_CN","chapterfate02-0","transcript_source=game_text; match=exact; confidence=1.000; review_required=false"
"tohsakarin_e6ec5a43086d62ff","audio/raw/TohsakaRin_CN/ogg/voice/chapterfate02/0/tohsakarin/chapterfate02_0_tohsakarin_118.ogg","奇机为银与铁","StarRailVoice/TohsakaRin_CN/ogg/voice/chapterfate02/0/tohsakarin/chapterfate02_0_tohsakarin_118.ogg","local_research_only; game_asset; do_not_redistribute","TohsakaRin_CN","chapterfate02-0","transcript_source=asr_fallback; match=none; confidence=0.000; review_required=true"
"tohsakarin_391cf84a105b8b16","audio/raw/TohsakaRin_CN/ogg/voice/chapterfate02/0/tohsakarin/chapterfate02_0_tohsakarin_119.ogg","齐楚为实以契约之大功","StarRailVoice/TohsakaRin_CN/ogg/voice/chapterfate02/0/tohsakarin/chapterfate02_0_tohsakarin_119.ogg","local_research_only; game_asset; do_not_redistribute","TohsakaRin_CN","chapterfate02-0","transcript_source=asr_fallback; match=none; confidence=0.000; review_required=true"
"tohsakarin_ea9b581aad5c66f6","audio/raw/TohsakaRin_CN/ogg/voice/chapterfate02/0/tohsakarin/chapterfate02_0_tohsakarin_120.ogg","（等等…在这里是不是得改下台词…？）","StarRailVoice/TohsakaRin_CN/ogg/voice/chapterfate02/0/tohsakarin/chapterfate02_0_tohsakarin_120.ogg","local_research_only; game_asset; do_not_redistribute","TohsakaRin_CN","chapterfate02-0","transcript_source=game_text; match=exact; confidence=1.000; review_required=false"
"tohsakarin_40463a112e8a0c5f","audio/raw/TohsakaRin_CN/ogg/voice/chapterfate02/0/tohsakarin/chapterfate02_0_tohsakarin_121.ogg","「在此起誓：我乃成就世间一切善行之人，我乃摧毁世间一切恶行之人——」","StarRailVoice/TohsakaRin_CN/ogg/voice/chapterfate02/0/tohsakarin/chapterfate02_0_tohsakarin_121.ogg","local_research_only; game_asset; do_not_redistribute","TohsakaRin_CN","chapterfate02-0","transcript_source=game_text; match=exact; confidence=1.000; review_required=false"
"tohsakarin_d5bc2c2bba2565d8","audio/raw/TohsakaRin_CN/ogg/voice/chapterfate02/0/tohsakarin/chapterfate02_0_tohsakarin_122.ogg","汝为深缠助命徒之行者","StarRailVoice/TohsakaRin_CN/ogg/voice/chapterfate02/0/tohsakarin/chapterfate02_0_tohsakarin_122.ogg","local_research_only; game_asset; do_not_redistribute","TohsakaRin_CN","chapterfate02-0","transcript_source=asr_fallback; match=none; confidence=0.000; review_required=true"
"tohsakarin_5779862376c58359","audio/raw/TohsakaRin_CN/ogg/voice/chapterfate02/0/tohsakarin/chapterfate02_0_tohsakarin_123.ogg","（虽然不知道这只圣杯到底是真是假，但似乎能对愿力产生反应。）","StarRailVoice/TohsakaRin_CN/ogg/voice/chapterfate02/0/tohsakarin/chapterfate02_0_tohsakarin_123.ogg","local_research_only; game_asset; do_not_redistribute","TohsakaRin_CN","chapterfate02-0","transcript_source=game_text; match=fuzzy; confidence=0.962; review_required=true"
"tohsakarin_399ec7f9c9743842","audio/raw/TohsakaRin_CN/ogg/voice/chapterfate02/0/tohsakarin/chapterfate02_0_tohsakarin_124.ogg","先祖为我原本家仙师修拜因傲骨","StarRailVoice/TohsakaRin_CN/ogg/voice/chapterfate02/0/tohsakarin/chapterfate02_0_tohsakarin_124.ogg","local_research_only; game_asset; do_not_redistribute","TohsakaRin_CN","chapterfate02-0","transcript_source=asr_fallback; match=none; confidence=0.000; review_required=true"
"tohsakarin_f1eca33e17415da2","audio/raw/TohsakaRin_CN/ogg/voice/chapterfate02/1/tohsakarin/chapterfate02_1_tohsakarin_101.ogg","啊！","StarRailVoice/TohsakaRin_CN/ogg/voice/chapterfate02/1/tohsakarin/chapterfate02_1_tohsakarin_101.ogg","local_research_only; game_asset; do_not_redistribute","TohsakaRin_CN","chapterfate02-1","transcript_source=game_text; match=exact; confidence=1.000; review_required=false"
"tohsakarin_4c5dc146460241c5","audio/raw/TohsakaRin_CN/ogg/voice/chapterfate02/1/tohsakarin/chapterfate02_1_tohsakarin_102.ogg","原力只够维持七天时间还算充裕接下来就看对方能提供什么样的支持了","StarRailVoice/TohsakaRin_CN/ogg/voice/chapterfate02/1/tohsakarin/chapterfate02_1_tohsakarin_102.ogg","local_research_only; game_asset; do_not_redistribute","TohsakaRin_CN","chapterfate02-1","transcript_source=asr_fallback; match=fuzzy; confidence=0.857; review_required=true"
"tohsakarin_d3fcf2456bda0aef","audio/raw/TohsakaRin_CN/ogg/voice/chapterfate02/1/tohsakarin/chapterfate02_1_tohsakarin_103_f.ogg","嗯说到这个他是什么职接拿着球棒","StarRailVoice/TohsakaRin_CN/ogg/voice/chapterfate02/1/tohsakarin/chapterfate02_1_tohsakarin_103_f.ogg","local_research_only; game_asset; do_not_redistribute","TohsakaRin_CN","chapterfate02-1","transcript_source=asr_fallback; match=fuzzy; confidence=0.828; review_required=true"
"tohsakarin_b59694a121b65590","audio/raw/TohsakaRin_CN/ogg/voice/chapterfate02/1/tohsakarin/chapterfate02_1_tohsakarin_103_m.ogg","嗯说到这个他是什么职接拿着球棒","StarRailVoice/TohsakaRin_CN/ogg/voice/chapterfate02/1/tohsakarin/chapterfate02_1_tohsakarin_103_m.ogg","local_research_only; game_asset; do_not_redistribute","TohsakaRin_CN","chapterfate02-1","transcript_source=asr_fallback; match=fuzzy; confidence=0.828; review_required=true"
"tohsakarin_50b79557f339b03f","audio/raw/TohsakaRin_CN/ogg/voice/chapterfate02/1/tohsakarin/chapterfate02_1_tohsakarin_104.ogg","等等话说回来如果召唤仪式完全由怨力构成那是不是意味着被召唤的从者压根提供不了任何魔术方面的援助","StarRailVoice/TohsakaRin_CN/ogg/voice/chapterfate02/1/tohsakarin/chapterfate02_1_tohsakarin_104.ogg","local_research_only; game_asset; do_not_redistribute","TohsakaRin_CN","chapterfate02-1","transcript_source=asr_fallback; match=none; confidence=0.000; review_required=true"
"tohsakarin_a2e8335efb27d956","audio/raw/TohsakaRin_CN/ogg/voice/chapterfate02/1/tohsakarin/chapterfate02_1_tohsakarin_105.ogg","嗯……","StarRailVoice/TohsakaRin_CN/ogg/voice/chapterfate02/1/tohsakarin/chapterfate02_1_tohsakarin_105.ogg","local_research_only; game_asset; do_not_redistribute","TohsakaRin_CN","chapterfate02-1","transcript_source=game_text; match=exact; confidence=1.000; review_required=false"
"tohsakarin_132c6167c7741eb9","audio/raw/TohsakaRin_CN/ogg/voice/chapterfate02/1/tohsakarin/chapterfate02_1_tohsakarin_106.ogg","试问，","StarRailVoice/TohsakaRin_CN/ogg/voice/chapterfate02/1/tohsakarin/chapterfate02_1_tohsakarin_106.ogg","local_research_only; game_asset; do_not_redistribute","TohsakaRin_CN","chapterfate02-1","transcript_source=game_text; match=exact; confidence=1.000; review_required=false"
"tohsakarin_8e09077007f0d838","audio/raw/TohsakaRin_CN/ogg/voice/chapterfate02/1/tohsakarin/chapterfate02_1_tohsakarin_107.ogg","你就是我的从者吗？","StarRailVoice/TohsakaRin_CN/ogg/voice/chapterfate02/1/tohsakarin/chapterfate02_1_tohsakarin_107.ogg","local_research_only; game_asset; do_not_redistribute","TohsakaRin_CN","chapterfate02-1","transcript_source=game_text; match=exact; confidence=1.000; review_required=false"
"tohsakarin_1456457971f60f73","audio/raw/TohsakaRin_CN/ogg/voice/chapterfate02/1/tohsakarin/chapterfate02_1_tohsakarin_108.ogg","嗯……","StarRailVoice/TohsakaRin_CN/ogg/voice/chapterfate02/1/tohsakarin/chapterfate02_1_tohsakarin_108.ogg","local_research_only; game_asset; do_not_redistribute","TohsakaRin_CN","chapterfate02-1","transcript_source=game_text; match=exact; confidence=1.000; review_required=false"
"tohsakarin_92cf1381b583c56a","audio/raw/TohsakaRin_CN/ogg/voice/chapterfate02/1/tohsakarin/chapterfate02_1_tohsakarin_109.ogg","（有令咒…契约至少成立了。）","StarRailVoice/TohsakaRin_CN/ogg/voice/chapterfate02/1/tohsakarin/chapterfate02_1_tohsakarin_109.ogg","local_research_only; game_asset; do_not_redistribute","TohsakaRin_CN","chapterfate02-1","transcript_source=game_text; match=fuzzy; confidence=0.952; review_required=true"
"tohsakarin_2070276c043c9124","audio/raw/TohsakaRin_CN/ogg/voice/chapterfate02/1/tohsakarin/chapterfate02_1_tohsakarin_110.ogg","啊失礼了请允许我重新自我介绍一下","StarRailVoice/TohsakaRin_CN/ogg/voice/chapterfate02/1/tohsakarin/chapterfate02_1_tohsakarin_110.ogg","local_research_only; game_asset; do_not_redistribute","TohsakaRin_CN","chapterfate02-1","transcript_source=asr_fallback; match=none; confidence=0.000; review_required=true"
"tohsakarin_a2646163c10bbab5","audio/raw/TohsakaRin_CN/ogg/voice/chapterfate02/1/tohsakarin/chapterfate02_1_tohsakarin_111.ogg","坂凛，是个魔术师，也是旅行者，正在寻找大源未曾枯竭的世界…呃，总之就是某种很厉害的能源，往返于各个世界线","StarRailVoice/TohsakaRin_CN/ogg/voice/chapterfate02/1/tohsakarin/chapterfate02_1_tohsakarin_111.ogg","local_research_only; game_asset; do_not_redistribute","TohsakaRin_CN","chapterfate02-1","transcript_source=game_text; match=fuzzy; confidence=0.917; review_required=true"
