"clip_id","source_id","audio_relpath","transcript","duration_s","sample_rate","channels","peak_dbfs","noise_floor_dbfs","snr_db","silence_ratio","clipping_ratio","voiced_ratio","f0_min_hz","f0_median_hz","f0_max_hz","audio_sha256","review_status","reviewer","review_notes"
"tohsakarin_042956862dfe77a5","tohsakarin_042956862dfe77a5","audio/processed/tohsakarin_042956862dfe77a5.wav","哎只有我一直在单方面盘问心眼未免也太坏了","5.109","48000","1","-1.058344","-93.307442","79.931949","0.350731","0","0.444676","160.584576","249.089924","319.319355","7d8db01cde6802be809c07465a68633bc5ef9813994ee8a91aeb0f85ec329d6b","pending","","auto_flags=excess_silence"
"tohsakarin_043a611b536a4c61","tohsakarin_043a611b536a4c61","audio/processed/tohsakarin_043a611b536a4c61.wav","穷极之星啊","1.367667","48000","1","-1.000152","-40.034332","24.238976","0.085271","0","0.503876","184.463239","232.409117","266.967971","e64fde595abcb8cd330851dd030646db0336f21610a0c2244269c6d30b2d9801","pending","","auto_flags=too_short"
"tohsakarin_043b8589c7b4f72c","tohsakarin_043b8589c7b4f72c","audio/processed/tohsakarin_043b8589c7b4f72c.wav","所以，结束了？我认识的金闪闪居然就为切磋亲自跑了一趟？","7.81425","48000","1","-1.000152","-80.437103","65.005441","0.350614","0.000013","0.473397","50","299.661415","464.818235","cb85dbe17067806f37c4e7196a36380e5ecf152cd582718fa004c3903a6e280b","pending","","auto_flags=excess_silence"
"tohsakarin_046fdb62b1bcabb2","tohsakarin_046fdb62b1bcabb2","audio/processed/tohsakarin_046fdb62b1bcabb2.wav","这…不会就是你说的……","2.819","48000","1","-1.480752","-77.70594","65.668988","0.162264","0","0.588679","208.252431","293.665275","414.10597","b039fc6808e63177825586dea602ce2a4eed9714fe025a9eddc5bdd993e350cb","pending","","auto_flags=none"
"tohsakarin_0492e5b9719990dd","tohsakarin_0492e5b9719990dd","audio/processed/tohsakarin_0492e5b9719990dd.wav","成立这个莫名其妙的<color=#dbc291ff>「乌鲁克文化遗产基金会」</color>？","4.066","48000","1","-1.000152","-31.925652","19.003568","0.057592","0.000015","0.73822","167.210642","301.397336","546.416103","e824f89bf17b4c7367469d4a14ea734a7f92e55ee0cfe973afbc91a6ec64913f","pending","","auto_flags=none"
"tohsakarin_04ade881681bdc06","tohsakarin_04ade881681bdc06","audio/processed/tohsakarin_04ade881681bdc06.wav","我假扮正常人的时间，终于就要结束了。","3.48","48000","1","-1.000152","-81.912949","67.230711","0.165138","0","0.58104","168.179283","236.471557","301.397336","eeb80adad45876aa7bc5c889b24380d4235b6e5efb643d93ec41da0e2a1f7ed1","pending","","auto_flags=none"
"tohsakarin_04f6abbeb38ed6b9","tohsakarin_04f6abbeb38ed6b9","audio/processed/tohsakarin_04f6abbeb38ed6b9.wav","继续我们的冒险吧，{NICKNAME}。不过，眼下或许可以先暂缓脚步——","4.865","48000","1","-1.000152","-240","226.576105","0.297593","0.000017","0.472648","165.290064","263.901582","426.240201","9982f4e2f3bae5ee13cab9626de92d1fe6b0e4f6ac8147aea0e52fc1a115cb5b","pending","","auto_flags=none"
"tohsakarin_0582c1365a732911","tohsakarin_0582c1365a732911","audio/processed/tohsakarin_0582c1365a732911.wav","哎谁叫我非要耍酷呢","2.731958","48000","1","-1.000152","-72.906052","60.398298","0.229572","0.000053","0.575875","50","250.532888","317.48021","f560c5c98f3d5eb8de59f956f0ed80268516446b6fb171a3e583e4ba0b0f2ab7","pending","","auto_flags=none"
"tohsakarin_05ae8f75816f1976","tohsakarin_05ae8f75816f1976","audio/processed/tohsakarin_05ae8f75816f1976.wav","就是说啊……","1.106","48000","1","-3.105085","-50.747551","37.083302","0.115385","0","0.365385","202.323888","227.100886","624.052181","6a8e4b719b2a1de8579f1fdf2aee6b25d183bdd9ccfd9925cba45bf4d77bc423","pending","","auto_flags=too_short"
"tohsakarin_068c93d77305d09c","tohsakarin_068c93d77305d09c","audio/processed/tohsakarin_068c93d77305d09c.wav","放心交给我们吧，朽叶小姐。","2.08","48000","1","-1.000152","-84.90802","71.227972","0.22449","0.0001","0.535714","172.110287","251.98421","388.612776","48e987cb9333ef1ea3dd6c4ec93bbbed6ec4fe124400112016ae276bd620a949","pending","","auto_flags=none"
"tohsakarin_06d26b85f69f9143","tohsakarin_06d26b85f69f9143","audio/processed/tohsakarin_06d26b85f69f9143.wav","很遗憾…只可能是<color=#dbc291ff>吉尔伽美什</color>了。","3.105","48000","1","-1.000152","-81.681061","69.10882","0.253425","0","0.506849","169.153536","230.405105","354.307008","06954931a8e4851238c3aa404357f5fa041eced2f059905c41b338cf00a8ae46","pending","","auto_flags=none"
"tohsakarin_072c01f4ad749a07","tohsakarin_072c01f4ad749a07","audio/processed/tohsakarin_072c01f4ad749a07.wav","可恶…除了怪话，什么有用的都没说啊…！","5.137","48000","1","-1.000152","-72.999268","58.47208","0.275934","0.00002","0.450207","204.674778","259.367911","486.801405","64bfda4e4dcb2702e5123b4a21e988bd140c6ad2872fe025ed957d5ed6acc099","pending","","auto_flags=none"
"tohsakarin_0752e905cc41f6b8","tohsakarin_0752e905cc41f6b8","audio/processed/tohsakarin_0752e905cc41f6b8.wav","本来是想用圣杯解决魔力问题…结果居然在异世界开启了一场奇妙的旅行。","7.652","48000","1","-1.985512","-93.102562","79.247602","0.239554","0","0.543175","128.937031","241.998818","1002.131551","1ecadb10eb9fba8a3ae8969245e75013a949e3239622fe0a5b7ff44338d3ab2e","pending","","auto_flags=none"
"tohsakarin_082ea179b3e0d21c","tohsakarin_082ea179b3e0d21c","audio/processed/tohsakarin_082ea179b3e0d21c.wav","来到这里以后，我确实失去了许多。但，我也同样收获了许多。","6.516687","48000","1","-1.000152","-73.403061","57.359121","0.405892","0.000016","0.612111","50","184.463239","364.688995","0473f96e39e8ab348fb972263a498ed673edbd818a517e68b5041b1d3508d25a","pending","","auto_flags=excess_silence"
"tohsakarin_0854ee0657f4e521","tohsakarin_0854ee0657f4e521","audio/processed/tohsakarin_0854ee0657f4e521.wav","嗯……","2.739","48000","1","-7.733262","-82.393753","60.43326","0.544747","0","0.178988","177.153504","200.579294","279.593987","d38814533ea59c74bab6411e0a64c009373adf448a183f86a71df0be4a7126c2","pending","","auto_flags=excess_silence"
"tohsakarin_089722907a6fc3f2","tohsakarin_089722907a6fc3f2","audio/processed/tohsakarin_089722907a6fc3f2.wav","他现在可是我的从者哦奉劝你别动什么歪脑筋","3.82","48000","1","-1.000152","-82.736084","69.972573","0.158774","0.000016","0.654596","155.114476","281.213658","672.717132","9781dccabcc6039c1abbf83f5f5da70d90271b2d0dc7b3cf69d93e2f1be4ebdb","pending","","auto_flags=none"
"tohsakarin_08a9f21f9a0f55f9","tohsakarin_08a9f21f9a0f55f9","audio/processed/tohsakarin_08a9f21f9a0f55f9.wav","决战之日已近。但，如今的我已经能够确信——","4.793","48000","1","-1.069429","-240","225.714492","0.366667","0","0.397778","160.584576","229.739671","319.319355","514dbb45f84f02ef5f58bf9d020dfb3ce9e732a19b3546ec1861720423fbb8ad","pending","","auto_flags=excess_silence"
"tohsakarin_0911e168cd136a7e","tohsakarin_0911e168cd136a7e","audio/processed/tohsakarin_0911e168cd136a7e.wav","…头脑清晰了许多。我能感觉到，我和土地的连结得更紧密了。","9.266","48000","1","-1.000152","-93.028168","78.014618","0.43153","0.000002","0.317606","153.332834","227.758677","436.203093","cfddd0a851dc20a07022e8fb6e27662696de07d373ee990bf6bdfded6ad36b9c","pending","","auto_flags=excess_silence"
"tohsakarin_091fa06d819e3e10","tohsakarin_091fa06d819e3e10","audio/processed/tohsakarin_091fa06d819e3e10.wav","嗯手机好像响了呀","2.14","48000","1","-1.124165","-86.071098","72.34864","0.40796","0","0.39801","159.659677","239.219224","358.423857","2f850313e4dbe7c5d004b34c0be9789d5ed4c995871938bb9743975d381a2673","pending","","auto_flags=excess_silence"
"tohsakarin_098c1b6448693174","tohsakarin_098c1b6448693174","audio/processed/tohsakarin_098c1b6448693174.wav","眼不见心不烦，我们快走吧。","3.063","48000","1","-1.000152","-91.347755","76.052814","0.375","0.000041","0.267361","178.179744","268.514501","402.317176","fc2553f1fdeff0ad6062d8088348e5e1e67b8cd10f6aa7e33f7b3dba9a719b4f","pending","","auto_flags=excess_silence"
"tohsakarin_09cb8ab2e23ec38f","tohsakarin_09cb8ab2e23ec38f","audio/processed/tohsakarin_09cb8ab2e23ec38f.wav","而这份亲手开拓自己人生的权力、意志和信念，正是他留给远坂家最珍贵的遗产。","8.656","48000","1","-1.000152","-78.859543","64.62744","0.279557","0","0.491379","50","215.596437","332.495158","1b8d6c7add50f3ecc04cc81854aaa633c5c21a19159a78040ad0af36ea46dcfb","pending","","auto_flags=none"
"tohsakarin_0a82427ef44ca11e","tohsakarin_0a82427ef44ca11e","audio/processed/tohsakarin_0a82427ef44ca11e.wav","考虑下周围人的感受啊…！","1.877792","48000","1","-2.848919","-32.549053","20.865801","0.050847","0","0.79661","213.1201","340.266864","495.310544","02f5d3ce2c2b3c253414104b97768aed2c6ca1ee2f6a5da68de3eb6750f9b2e3","pending","","auto_flags=too_short"
"tohsakarin_0a9fd0f46ade81f8","tohsakarin_0a9fd0f46ade81f8","audio/processed/tohsakarin_0a9fd0f46ade81f8.wav","{NICKNAME}，这边！一起来梳理下现状吧。","2.45","48000","1","-1.000152","-89.175591","74.330984","0.33913","0.000043","0.352174","177.153504","249.089924","360.500185","e4cace2efe36da9363e4a164090c6f769ac2beefb70eaeaf52d8b81e65040ea6","pending","","auto_flags=none"
"tohsakarin_0b625797a404b87d","tohsakarin_0b625797a404b87d","audio/processed/tohsakarin_0b625797a404b87d.wav","不幸中的万幸不知名的巴萨卡主从宣布退赛还送来了他们的天命之泥板","6.464","48000","1","-1.000152","-90.542778","76.10531","0.196046","0.000003","0.61944","155.114476","262.381621","346.214624","5abf482574ab7b2c4c577ea8df0164170c9bffea1da4125a494094542d1526c9","pending","","auto_flags=none"
"tohsakarin_0bc47db1179d53c5","tohsakarin_0bc47db1179d53c5","audio/processed/tohsakarin_0bc47db1179d53c5.wav","看来，她果然并非十拿九稳…呼，松了一口气。","6.112","48000","1","-1.293243","-93.403381","79.736139","0.381533","0","0.38676","148.967746","252.722507","1074.058002","fa3a4928099c63af461dfe8409bd0fdf245282119c471ec3582687b562fd7cb8","pending","","auto_flags=excess_silence"
"tohsakarin_0c18f51779d4e3ea","tohsakarin_0c18f51779d4e3ea","audio/processed/tohsakarin_0c18f51779d4e3ea.wav","嗯…确实是个适合旅者的命途。","3.1","48000","1","-2.219166","-92.067795","78.062155","0.323024","0","0.47079","158.740105","243.400703","459.479342","d62bd2f4547cabc85abdf3f463fb793ea95153e893c4e170221fab1259e758c7","pending","","auto_flags=none"
"tohsakarin_0c718337466683d9","tohsakarin_0c718337466683d9","audio/processed/tohsakarin_0c718337466683d9.wav","三千万世的「记忆」，逐火的英雄们……","3.662","48000","1","-1.000152","-92.618301","77.952261","0.247093","0","0.424419","148.109755","241.301913","336.358566","29efa22b1f218f074295c8a61e73dcf6ff3e3313b09ed7677a4dcf8aa62986ff","pending","","auto_flags=none"
"tohsakarin_0cbe8d8b6145f93e","tohsakarin_0cbe8d8b6145f93e","audio/processed/tohsakarin_0cbe8d8b6145f93e.wav","哪怕这条路通向地狱，我也会一直、一直走下去。","5.047979","48000","1","-1.000152","-78.644051","63.985519","0.364979","0.000008","0.485232","50","217.47346","289.453847","b6e219e18fb3de7a8ac919919c69043ec5b9a8d65155e363006837d62e13d563","pending","","auto_flags=excess_silence"
"tohsakarin_0d102cd171bba23c","tohsakarin_0d102cd171bba23c","audio/processed/tohsakarin_0d102cd171bba23c.wav","哦那有盼徒呢不知道会是谁","4.323","48000","1","-0.999854","-84.039597","70.344112","0.302956","0","0.391626","161.514833","281.213658","627.667278","d9d55135e0b7b87411e79c1f093e80473f1ab826e53a09e835cb60a6759b6ced","pending","","auto_flags=none"
"tohsakarin_0f31a930d0526842","tohsakarin_0f31a930d0526842","audio/processed/tohsakarin_0f31a930d0526842.wav","太反常了。为什么？","2.154","48000","1","-1.000152","-91.815933","77.200118","0.341584","0","0.361386","143.893358","182.344498","423.785238","13648d422f6f5169026a49e97ec9c76e8cdc56ebe2561c1173fad87a1ae6520c","pending","","auto_flags=none"
"tohsakarin_0f5573879030932d","tohsakarin_0f5573879030932d","audio/processed/tohsakarin_0f5573879030932d.wav","球棍啊…肯定蕴含着不可思议的「开拓」之力吧。","4.903","48000","1","-1.000152","-96.30793","81.671024","0.293478","0","0.445652","162.450479","266.967971","486.801405","5d7bdb20927c7186e908df0177e4f3b7445d7bda04334423868c3e06a6a3bec7","pending","","auto_flags=none"
"tohsakarin_0fb650030526ee7c","tohsakarin_0fb650030526ee7c","audio/processed/tohsakarin_0fb650030526ee7c.wav","嗯你认得我","1.543","48000","1","-1.811366","-93.361923","80.324804","0.510345","0","0.365517","177.153504","296.21951","582.261273","4570d635e96c794082e70ac49bdc8ec108d93039dcfd017e38a127e10ada610c","pending","","auto_flags=too_short|excess_silence"
"tohsakarin_101e51c2c4d4c23f","tohsakarin_101e51c2c4d4c23f","audio/processed/tohsakarin_101e51c2c4d4c23f.wav","看，短信来了。","2.338","48000","1","-1.000152","-93.383392","78.360426","0.513636","0.000018","0.159091","188.774863","204.674778","364.688995","1b3ee26f2e8401e7051c90b193677ae17dbf310d94b7be79f5cc417b8c78a2c6","pending","","auto_flags=excess_silence"
"tohsakarin_103b632feb4257e7","tohsakarin_103b632feb4257e7","audio/processed/tohsakarin_103b632feb4257e7.wav","很简单。毕竟有位伟人曾经说过：「音乐是最先诞生在这世界上的魔法」……","6.9","48000","1","-1.000152","-78.8162","64.918025","0.197836","0","0.579598","145.565318","268.514501","897.969639","61d9be5342ec8af6beff288fd2e0e22644c8153802ff53f7a4f0fb9f22733db5","pending","","auto_flags=none"
"tohsakarin_1141b1502aec098c","tohsakarin_1141b1502aec098c","audio/processed/tohsakarin_1141b1502aec098c.wav","回头是知道结节魔术的规则吗","3.476","48000","1","-1.000152","-240","225.001605","0.276074","0","0.429448","213.1201","277.18311","642.338305","0b62318838268d328973c2e9472ac08c56cb6605fdc0b062db60931e7d0bd63b","pending","","auto_flags=none"
"tohsakarin_116a47a9c57547d8","tohsakarin_116a47a9c57547d8","audio/processed/tohsakarin_116a47a9c57547d8.wav","如果一切顺利，还请允许我等到事件解决，再将赔礼与谢礼一并奉上。","5.953","48000","1","-0.999854","-93.542236","78.665298","0.223614","0.000007","0.547406","154.221083","228.416468","352.266349","a30042d26c472966c2b3031c9eb4c94a68ff7eab87fdd40c9530357c6e55a9a3","pending","","auto_flags=none"
"tohsakarin_124501b03e983227","tohsakarin_124501b03e983227","audio/processed/tohsakarin_124501b03e983227.wav","不愧是我的从者。","1.986","48000","1","-2.498068","-93.210411","78.975322","0.411765","0","0.395722","171.119005","257.131439","1099.162918","f0feefd6c78b3e546b88ae6a08fd5f5131c537d050b307c45d6f210a0d3080bd","pending","","auto_flags=too_short|excess_silence"
"tohsakarin_12c5a9297500e298","tohsakarin_12c5a9297500e298","audio/processed/tohsakarin_12c5a9297500e298.wav","啊！","0.894","48000","1","-1.000152","-57.25605","42.699167","0.285714","0","0","","","","cc6aba31a5d46976026d5d70f37a5b48c3b89e11d3531fa1b90a3c78e753bfc3","pending","","auto_flags=too_short|pitch_unresolved"
"tohsakarin_130c554c06504958","tohsakarin_130c554c06504958","audio/processed/tohsakarin_130c554c06504958.wav","当然，无论决战还是战前会议，都要以最完美的姿态全力以赴！","6.747187","48000","1","-1.000152","-93.031326","78.983762","0.320695","0.000074","0.458136","151.571657","267.741236","828.211939","af6362400bdbe4cf88c1b8f8a5c73e8fe82b00c46fc65c4d9b5792e5487172b5","pending","","auto_flags=none"
"tohsakarin_132c6167c7741eb9","tohsakarin_132c6167c7741eb9","audio/processed/tohsakarin_132c6167c7741eb9.wav","试问，","3.042","48000","1","-1.000152","-94.599953","78.093464","0.643357","0.000007","0.164336","219.364996","340.266864","475.682846","0b4302b1fd47168517947a0566ebeb747b49fd7990af6799835d3264b18c7b77","pending","","auto_flags=excess_silence"
"tohsakarin_138e61cb45a2c2d7","tohsakarin_138e61cb45a2c2d7","audio/processed/tohsakarin_138e61cb45a2c2d7.wav","邮邮箱你们现在还在即兴吗","2.725","48000","1","-1.000152","-93.327789","78.5034","0.347656","0","0.507812","192.074589","297.955374","486.801405","21ce1707b8e06c9d3f2a3c238542d7972f73ec75a06d867a4af76701de53df68","pending","","auto_flags=none"
"tohsakarin_142ae67c85b833d7","tohsakarin_142ae67c85b833d7","audio/processed/tohsakarin_142ae67c85b833d7.wav","…任何对世界心怀好奇的存在，都会心生向往吧。","5.558","48000","1","-1.000152","-90.058388","74.904816","0.316092","0.000011","0.373563","139.796993","257.874062","366.801617","30cb0872e8fbeae48c53c45d6bd633c35a62f3e9e839b23165f83b4571a3a110","pending","","auto_flags=none"
"tohsakarin_142fb6a1d9303542","tohsakarin_142fb6a1d9303542","audio/processed/tohsakarin_142fb6a1d9303542.wav","顶着我的脸说大话真没礼貌跟谁学的阿莎吗","5.010958","48000","1","-1.000152","-77.453995","63.218033","0.334043","0.000108","0.508511","50","262.381621","436.203093","82ddb14691807dd3c7202a5f81966916b846c16459e7aad16f57c6273c841bef","pending","","auto_flags=none"
"tohsakarin_14337bc55abc1c0e","tohsakarin_14337bc55abc1c0e","audio/processed/tohsakarin_14337bc55abc1c0e.wav","仪式","0.919","48000","1","-5.226258","-60.051075","44.729792","0.137931","0","0.448276","214.354693","273.208051","549.581459","9f544792eb73a48868e33071fda75ea049ac7290a1e8b0533e08962f3f1382cb","pending","","auto_flags=too_short"
"tohsakarin_145380f8990e602d","tohsakarin_145380f8990e602d","audio/processed/tohsakarin_145380f8990e602d.wav","阿扯","0.582187","48000","1","-1.268054","-68.971718","57.193198","0.2","0","0.418182","503.96842","559.187974","585.634278","c57285ef614166cf53eef85cc56102503b293a841ce8dc3256a6eb7ed0df5ebf","pending","","auto_flags=too_short"
"tohsakarin_1456457971f60f73","tohsakarin_1456457971f60f73","audio/processed/tohsakarin_1456457971f60f73.wav","嗯……","0.402","48000","1","-1.616343","-72.70182","62.543152","0.342105","0","0.447368","268.514501","393.128239","585.634278","11633d57d022a25157b70e05433c0b9102bb98db13542dfe8a88feb1bd8a3cab","pending","","auto_flags=too_short"
"tohsakarin_14b84ddcf024c0f1","tohsakarin_14b84ddcf024c0f1","audio/processed/tohsakarin_14b84ddcf024c0f1.wav","啊，圣杯…把财宝中的愿力回收了？","4.353","48000","1","-1.797662","-92.769882","78.235494","0.383863","0","0.366748","223.199429","318.399782","1099.162918","56a7c1f77b04c0f78ec8f9e04f8650e76a8b1ac8828146896648e73cd3a8f478","pending","","auto_flags=excess_silence"
"tohsakarin_14c494122c571d92","tohsakarin_14c494122c571d92","audio/processed/tohsakarin_14c494122c571d92.wav","?…意料之外，情理之中。那盏圣杯现在在哪里","5.467","48000","1","-0.999854","-93.26786","78.085543","0.376218","0.000011","0.401559","158.740105","235.790569","379.736848","02b3e11eb70dc965c8e9c7efa4e99cdef4ad4623d3691b385e472171a73b89ea","pending","","auto_flags=excess_silence"
"tohsakarin_14ce6f0a084f2039","tohsakarin_14ce6f0a084f2039","audio/processed/tohsakarin_14ce6f0a084f2039.wav","千万小心，前方有很多人……","2.187625","48000","1","-0.999854","-67.935059","52.671388","0.320388","0.00001","0.548544","50","156.013045","336.358566","2a0e51e59866e14c6e82dd68d78791e2c7073180c1005807c5d1faa59c7c9dc0","pending","","auto_flags=none"
"tohsakarin_1554d28e303a31f1","tohsakarin_1554d28e303a31f1","audio/processed/tohsakarin_1554d28e303a31f1.wav","趁你不注意的时候我已经挑好了哟","4.133","48000","1","-1.000152","-80.592911","67.012715","0.21134","0.000015","0.484536","167.210642","242.69976","634.960421","d4856beadd2973735a0804a145c73155c1bc84d3be0737e9632738c0e0993247","pending","","auto_flags=none"
"tohsakarin_156ed55626baca3a","tohsakarin_156ed55626baca3a","audio/processed/tohsakarin_156ed55626baca3a.wav","<color=#dbc291ff>你是说…她想挣脱愿力束缚，为自己打造真正的神躯？</color>","5.13","48000","1","-1.765446","-81.656464","67.252005","0.24948","0","0.455301","180.250093","259.367911","431.192873","be320d52e9bfcda6c02a7ae9005baeaa4c489cdbb9482b9f562a167d58c26818","pending","","auto_flags=none"
"tohsakarin_15d19d61d85130ae","tohsakarin_15d19d61d85130ae","audio/processed/tohsakarin_15d19d61d85130ae.wav","生命体征稳定，像是睡着了。这就是「调律」吗？——","5.32","48000","1","-1.354058","-93.174171","79.028378","0.348697","0","0.292585","147.256706","245.519796","386.374532","518d4ef8846c02a4ad527d0ba067cdffc65757f30fd0100f330baf64f7ab408b","pending","","auto_flags=none"
"tohsakarin_15f8531bb2d110f3","tohsakarin_15f8531bb2d110f3","audio/processed/tohsakarin_15f8531bb2d110f3.wav","他没有伤害你们吧","1.15725","48000","1","-0.999854","-39.143963","25.080078","0.091743","0","0.642202","185.531823","325.842025","386.374532","52d09fb15f07fbd6d19ae956b5a0e49bee0a5df5865002b36223a26929ce65e7","pending","","auto_flags=too_short"
"tohsakarin_165dca1a6a3ccfc1","tohsakarin_165dca1a6a3ccfc1","audio/processed/tohsakarin_165dca1a6a3ccfc1.wav","这两位就是……","2.798","48000","1","-2.749767","-93.304916","79.323459","0.307985","0","0.334601","210.672207","228.416468","441.271529","639919ef89af0693e3522656423212c26614060080c271681a9581ce883b7fdc","pending","","auto_flags=none"
"tohsakarin_171da6e8d9b4ac81","tohsakarin_171da6e8d9b4ac81","audio/processed/tohsakarin_171da6e8d9b4ac81.wav","我吗","1.03","48000","1","-3.439645","-48.246513","36.536999","0.113402","0","0.701031","153.332834","203.499333","438.729992","400b393f58b533b2998fcbfecbd9ae37fdddaeefd9be267a57fb1899b2c7716e","pending","","auto_flags=too_short"
"tohsakarin_177873d67a10a57a","tohsakarin_177873d67a10a57a","audio/processed/tohsakarin_177873d67a10a57a.wav","大狗狗？！这也太超规格了吧！","2.95","48000","1","-2.868443","-83.707619","71.881163","0.252708","0","0.613718","292.817139","438.737311","712.718975","aaf76a4ecd402133b1b8dd2d1f47812cb81f10a05dcbb3eea91a3fdf9b3f53a4","pending","","auto_flags=none"
"tohsakarin_177b8112610d49af","tohsakarin_177b8112610d49af","audio/processed/tohsakarin_177b8112610d49af.wav","o这可是我好不容易淘来的游戏光碟，似乎是圈子里相当知名的奇幻动作视觉小说……","6.498","48000","1","-1.000152","-55.250004","41.382984","0.111475","0.000006","0.627869","174.110113","336.358566","533.935942","92bfef9ac422a7d0973558f2c2ee09167dd6054c0462b6c624051f458a922ef5","pending","","auto_flags=none"
"tohsakarin_186e0de39d98f9ed","tohsakarin_186e0de39d98f9ed","audio/processed/tohsakarin_186e0de39d98f9ed.wav","来吧，该讲讲你们说的仪式了——火花究竟在打什么算盘？","4.794","48000","1","-1.000152","-93.021027","79.165743","0.28","0.000035","0.466667","146.40857","296.21951","414.10597","32ba49a94e26d6f083822298065c49d0265f1c5fe80344aa6bb60af416fdd470","pending","","auto_flags=none"
